wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from WANDB_API_KEY.
wandb: Currently logged in as: ewijaya to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run b0cep5x7
wandb: Tracking run with wandb version 0.25.0
wandb: Run data is saved locally in /home/ubuntu/storage1/recursive-mol/src/wandb/run-20260311_093000-b0cep5x7
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run protein-d6-ReluSquared
wandb: ⭐️ View project at https://wandb.ai/ewijaya/recursive-mol
wandb: 🚀 View run at https://wandb.ai/ewijaya/recursive-mol/runs/b0cep5x7
Track: protein
Vocab size: 24
Model config: {'sequence_len': 512, 'vocab_size': 24, 'n_layer': 6, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 320, 'window_pattern': 'SSSL', 'activation': 'ReluSquared', 'ffn_mult': 5, 'use_value_embeds': True, 'tie_embed_weights': False}
Parameter counts:
  wte                     : 7,680
  value_embeds            : 23,040
  lm_head                 : 7,680
  transformer_matrices    : 8,602,080
  scalars                 : 12
  total                   : 8,640,492
Estimated FLOPs per token: 5.952288e+07
Scaling AdamW LRs by 1/sqrt(320/768) = 1.549193
Time budget: 300s
Max epochs: 10
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 3.177444 | lrm: 1.00 | dt: 3007ms | tok/sec: 21,792 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 3.353599 | lrm: 1.00 | dt: 1028ms | tok/sec: 63,759 | mfu: 3.0% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 3.626478 | lrm: 1.00 | dt: 136ms | tok/sec: 481,228 | mfu: 22.9% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 3.457834 | lrm: 1.00 | dt: 136ms | tok/sec: 480,665 | mfu: 22.9% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 3.345772 | lrm: 1.00 | dt: 136ms | tok/sec: 481,292 | mfu: 22.9% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 3.266561 | lrm: 1.00 | dt: 136ms | tok/sec: 481,442 | mfu: 22.9% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 3.204332 | lrm: 1.00 | dt: 136ms | tok/sec: 481,060 | mfu: 22.9% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 3.151898 | lrm: 1.00 | dt: 136ms | tok/sec: 481,426 | mfu: 22.9% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 3.111863 | lrm: 1.00 | dt: 136ms | tok/sec: 480,787 | mfu: 22.9% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 3.078146 | lrm: 1.00 | dt: 136ms | tok/sec: 481,376 | mfu: 22.9% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 3.050997 | lrm: 1.00 | dt: 136ms | tok/sec: 480,773 | mfu: 22.9% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 3.027939 | lrm: 1.00 | dt: 136ms | tok/sec: 481,651 | mfu: 22.9% | epoch: 1 | remaining: 300s    
step 00012 (0.0%) | loss: 3.008343 | lrm: 1.00 | dt: 136ms | tok/sec: 480,750 | mfu: 22.9% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 2.991790 | lrm: 1.00 | dt: 136ms | tok/sec: 481,598 | mfu: 22.9% | epoch: 1 | remaining: 300s    
step 00014 (0.1%) | loss: 2.977456 | lrm: 1.00 | dt: 136ms | tok/sec: 480,656 | mfu: 22.9% | epoch: 1 | remaining: 299s    
step 00015 (0.2%) | loss: 2.964887 | lrm: 1.00 | dt: 136ms | tok/sec: 481,304 | mfu: 22.9% | epoch: 1 | remaining: 299s    
step 00016 (0.2%) | loss: 2.953865 | lrm: 1.00 | dt: 136ms | tok/sec: 480,799 | mfu: 22.9% | epoch: 1 | remaining: 299s    
step 00017 (0.3%) | loss: 2.944767 | lrm: 1.00 | dt: 136ms | tok/sec: 481,182 | mfu: 22.9% | epoch: 1 | remaining: 299s    
step 00018 (0.3%) | loss: 2.937411 | lrm: 1.00 | dt: 136ms | tok/sec: 480,987 | mfu: 22.9% | epoch: 1 | remaining: 299s    
step 00019 (0.4%) | loss: 2.929330 | lrm: 1.00 | dt: 136ms | tok/sec: 481,341 | mfu: 22.9% | epoch: 1 | remaining: 299s    
step 00020 (0.4%) | loss: 2.922650 | lrm: 1.00 | dt: 136ms | tok/sec: 480,705 | mfu: 22.9% | epoch: 1 | remaining: 299s    
step 00021 (0.5%) | loss: 2.917361 | lrm: 1.00 | dt: 136ms | tok/sec: 482,053 | mfu: 23.0% | epoch: 1 | remaining: 299s    
step 00022 (0.5%) | loss: 2.914208 | lrm: 1.00 | dt: 136ms | tok/sec: 480,667 | mfu: 22.9% | epoch: 1 | remaining: 298s    
step 00023 (0.5%) | loss: 2.910503 | lrm: 1.00 | dt: 136ms | tok/sec: 481,505 | mfu: 22.9% | epoch: 1 | remaining: 298s    
step 00024 (0.6%) | loss: 2.906652 | lrm: 1.00 | dt: 136ms | tok/sec: 482,307 | mfu: 23.0% | epoch: 1 | remaining: 298s    
step 00137 (5.7%) | loss: 2.820297 | lrm: 1.00 | dt: 136ms | tok/sec: 482,689 | mfu: 23.0% | epoch: 1 | remaining: 283s    
step 00138 (5.8%) | loss: 2.820389 | lrm: 1.00 | dt: 136ms | tok/sec: 482,186 | mfu: 23.0% | epoch: 1 | remaining: 283s    
step 00139 (5.8%) | loss: 2.821750 | lrm: 1.00 | dt: 136ms | tok/sec: 482,928 | mfu: 23.0% | epoch: 1 | remaining: 282s    
step 00140 (5.8%) | loss: 2.821480 | lrm: 1.00 | dt: 136ms | tok/sec: 482,092 | mfu: 23.0% | epoch: 1 | remaining: 282s    
step 00141 (5.9%) | loss: 2.820437 | lrm: 1.00 | dt: 136ms | tok/sec: 482,824 | mfu: 23.0% | epoch: 1 | remaining: 282s    
step 00142 (5.9%) | loss: 2.819759 | lrm: 1.00 | dt: 136ms | tok/sec: 482,309 | mfu: 23.0% | epoch: 1 | remaining: 282s    
step 00143 (6.0%) | loss: 2.820643 | lrm: 1.00 | dt: 136ms | tok/sec: 482,428 | mfu: 23.0% | epoch: 1 | remaining: 282s    
step 00144 (6.0%) | loss: 2.819839 | lrm: 1.00 | dt: 136ms | tok/sec: 482,129 | mfu: 23.0% | epoch: 1 | remaining: 282s    
step 00145 (6.1%) | loss: 2.819853 | lrm: 1.00 | dt: 136ms | tok/sec: 482,646 | mfu: 23.0% | epoch: 1 | remaining: 282s    
step 00146 (6.1%) | loss: 2.819206 | lrm: 1.00 | dt: 136ms | tok/sec: 482,263 | mfu: 23.0% | epoch: 1 | remaining: 282s    
step 00147 (6.2%) | loss: 2.819124 | lrm: 1.00 | dt: 136ms | tok/sec: 482,701 | mfu: 23.0% | epoch: 1 | remaining: 281s    
step 00148 (6.2%) | loss: 2.817367 | lrm: 1.00 | dt: 136ms | tok/sec: 481,738 | mfu: 22.9% | epoch: 1 | remaining: 281s    
step 00149 (6.3%) | loss: 2.815955 | lrm: 1.00 | dt: 136ms | tok/sec: 482,680 | mfu: 23.0% | epoch: 1 | remaining: 281s    
step 00150 (6.3%) | loss: 2.815273 | lrm: 1.00 | dt: 136ms | tok/sec: 482,117 | mfu: 23.0% | epoch: 1 | remaining: 281s    
step 00151 (6.3%) | loss: 2.814598 | lrm: 1.00 | dt: 136ms | tok/sec: 482,606 | mfu: 23.0% | epoch: 1 | remaining: 281s    
step 00152 (6.4%) | loss: 2.813996 | lrm: 1.00 | dt: 136ms | tok/sec: 481,986 | mfu: 23.0% | epoch: 1 | remaining: 281s    
step 00153 (6.4%) | loss: 2.814379 | lrm: 1.00 | dt: 136ms | tok/sec: 482,722 | mfu: 23.0% | epoch: 1 | remaining: 281s    
step 00154 (6.5%) | loss: 2.814671 | lrm: 1.00 | dt: 136ms | tok/sec: 482,153 | mfu: 23.0% | epoch: 1 | remaining: 280s    
step 00155 (6.5%) | loss: 2.814792 | lrm: 1.00 | dt: 136ms | tok/sec: 482,766 | mfu: 23.0% | epoch: 1 | remaining: 280s    
step 00156 (6.6%) | loss: 2.815885 | lrm: 1.00 | dt: 136ms | tok/sec: 482,156 | mfu: 23.0% | epoch: 1 | remaining: 280s    
step 00157 (6.6%) | loss: 2.816064 | lrm: 1.00 | dt: 136ms | tok/sec: 482,974 | mfu: 23.0% | epoch: 1 | remaining: 280s    
step 00158 (6.7%) | loss: 2.816152 | lrm: 1.00 | dt: 136ms | tok/sec: 482,227 | mfu: 23.0% | epoch: 1 | remaining: 280s    
step 00159 (6.7%) | loss: 2.816568 | lrm: 1.00 | dt: 136ms | tok/sec: 482,931 | mfu: 23.0% | epoch: 1 | remaining: 280s    
step 00160 (6.7%) | loss: 2.816379 | lrm: 1.00 | dt: 136ms | tok/sec: 482,085 | mfu: 23.0% | epoch: 1 | remaining: 280s    
step 00161 (6.8%) | loss: 2.816418 | lrm: 1.00 | dt: 136ms | tok/sec: 482,939 | mfu: 23.0% | epoch: 1 | remaining: 279s    
step 00162 (6.8%) | loss: 2.816807 | lrm: 1.00 | dt: 136ms | tok/sec: 482,027 | mfu: 23.0% | epoch: 1 | remaining: 279s    
step 00163 (6.9%) | loss: 2.817084 | lrm: 1.00 | dt: 136ms | tok/sec: 482,752 | mfu: 23.0% | epoch: 1 | remaining: 279s    
step 00164 (6.9%) | loss: 2.814671 | lrm: 1.00 | dt: 136ms | tok/sec: 481,946 | mfu: 22.9% | epoch: 1 | remaining: 279s    
step 00165 (7.0%) | loss: 2.813668 | lrm: 1.00 | dt: 136ms | tok/sec: 482,528 | mfu: 23.0% | epoch: 1 | remaining: 279s    
step 00166 (7.0%) | loss: 2.814028 | lrm: 1.00 | dt: 136ms | tok/sec: 482,185 | mfu: 23.0% | epoch: 1 | remaining: 279s    
step 00167 (7.1%) | loss: 2.814865 | lrm: 1.00 | dt: 136ms | tok/sec: 482,851 | mfu: 23.0% | epoch: 1 | remaining: 279s    
step 00168 (7.1%) | loss: 2.814486 | lrm: 1.00 | dt: 136ms | tok/sec: 482,117 | mfu: 23.0% | epoch: 1 | remaining: 279s    
step 00169 (7.2%) | loss: 2.814495 | lrm: 1.00 | dt: 136ms | tok/sec: 482,776 | mfu: 23.0% | epoch: 1 | remaining: 278s    
step 00170 (7.2%) | loss: 2.814667 | lrm: 1.00 | dt: 136ms | tok/sec: 482,131 | mfu: 23.0% | epoch: 1 | remaining: 278s    
step 00171 (7.2%) | loss: 2.814192 | lrm: 1.00 | dt: 136ms | tok/sec: 482,438 | mfu: 23.0% | epoch: 1 | remaining: 278s    
step 00172 (7.3%) | loss: 2.815387 | lrm: 1.00 | dt: 136ms | tok/sec: 482,602 | mfu: 23.0% | epoch: 1 | remaining: 278s    
step 00173 (7.3%) | loss: 2.815510 | lrm: 1.00 | dt: 136ms | tok/sec: 482,732 | mfu: 23.0% | epoch: 1 | remaining: 278s    
step 00174 (7.4%) | loss: 2.815035 | lrm: 1.00 | dt: 136ms | tok/sec: 482,116 | mfu: 23.0% | epoch: 1 | remaining: 278s    
step 00175 (7.4%) | loss: 2.815958 | lrm: 1.00 | dt: 136ms | tok/sec: 482,916 | mfu: 23.0% | epoch: 1 | remaining: 278s    
step 00176 (7.5%) | loss: 2.815035 | lrm: 1.00 | dt: 136ms | tok/sec: 482,211 | mfu: 23.0% | epoch: 1 | remaining: 277s    
step 00177 (7.5%) | loss: 2.814176 | lrm: 1.00 | dt: 136ms | tok/sec: 482,639 | mfu: 23.0% | epoch: 1 | remaining: 277s    
step 00178 (7.6%) | loss: 2.814442 | lrm: 1.00 | dt: 136ms | tok/sec: 482,020 | mfu: 23.0% | epoch: 1 | remaining: 277s    
step 00179 (7.6%) | loss: 2.813835 | lrm: 1.00 | dt: 136ms | tok/sec: 482,600 | mfu: 23.0% | epoch: 1 | remaining: 277s    
step 00180 (7.7%) | loss: 2.813757 | lrm: 1.00 | dt: 136ms | tok/sec: 481,855 | mfu: 22.9% | epoch: 1 | remaining: 277s    
step 00181 (7.7%) | loss: 2.814006 | lrm: 1.00 | dt: 136ms | tok/sec: 482,515 | mfu: 23.0% | epoch: 1 | remaining: 277s    
step 00182 (7.7%) | loss: 2.814286 | lrm: 1.00 | dt: 136ms | tok/sec: 482,075 | mfu: 23.0% | epoch: 1 | remaining: 277s    
step 00183 (7.8%) | loss: 2.814745 | lrm: 1.00 | dt: 136ms | tok/sec: 482,657 | mfu: 23.0% | epoch: 1 | remaining: 276s    
step 00184 (7.8%) | loss: 2.813495 | lrm: 1.00 | dt: 136ms | tok/sec: 482,076 | mfu: 23.0% | epoch: 1 | remaining: 276s    
step 00185 (7.9%) | loss: 2.813630 | lrm: 1.00 | dt: 136ms | tok/sec: 482,689 | mfu: 23.0% | epoch: 1 | remaining: 276s    
step 00186 (7.9%) | loss: 2.812311 | lrm: 1.00 | dt: 136ms | tok/sec: 482,196 | mfu: 23.0% | epoch: 1 | remaining: 276s    
step 00187 (8.0%) | loss: 2.812766 | lrm: 1.00 | dt: 136ms | tok/sec: 482,732 | mfu: 23.0% | epoch: 1 | remaining: 276s    
step 00188 (8.0%) | loss: 2.813118 | lrm: 1.00 | dt: 136ms | tok/sec: 482,243 | mfu: 23.0% | epoch: 1 | remaining: 276s    
step 00189 (8.1%) | loss: 2.812032 | lrm: 1.00 | dt: 136ms | tok/sec: 482,807 | mfu: 23.0% | epoch: 1 | remaining: 276s    
step 00190 (8.1%) | loss: 2.811621 | lrm: 1.00 | dt: 136ms | tok/sec: 481,629 | mfu: 22.9% | epoch: 1 | remaining: 276s    
step 00191 (8.2%) | loss: 2.812236 | lrm: 1.00 | dt: 136ms | tok/sec: 481,728 | mfu: 22.9% | epoch: 1 | remaining: 275s    
step 00192 (8.2%) | loss: 2.813246 | lrm: 1.00 | dt: 136ms | tok/sec: 482,019 | mfu: 23.0% | epoch: 1 | remaining: 275s    
step 00193 (8.2%) | loss: 2.814577 | lrm: 1.00 | dt: 136ms | tok/sec: 482,751 | mfu: 23.0% | epoch: 1 | remaining: 275s    
step 00194 (8.3%) | loss: 2.813032 | lrm: 1.00 | dt: 136ms | tok/sec: 481,837 | mfu: 22.9% | epoch: 1 | remaining: 275s    
step 00195 (8.3%) | loss: 2.812121 | lrm: 1.00 | dt: 136ms | tok/sec: 482,785 | mfu: 23.0% | epoch: 1 | remaining: 275s    
step 00196 (8.4%) | loss: 2.811478 | lrm: 1.00 | dt: 136ms | tok/sec: 482,031 | mfu: 23.0% | epoch: 1 | remaining: 275s    
step 00197 (8.4%) | loss: 2.810414 | lrm: 1.00 | dt: 136ms | tok/sec: 482,489 | mfu: 23.0% | epoch: 1 | remaining: 275s    
step 00198 (8.5%) | loss: 2.809095 | lrm: 1.00 | dt: 136ms | tok/sec: 482,264 | mfu: 23.0% | epoch: 1 | remaining: 274s    
step 00199 (8.5%) | loss: 2.808811 | lrm: 1.00 | dt: 136ms | tok/sec: 482,814 | mfu: 23.0% | epoch: 1 | remaining: 274s    
step 00200 (8.6%) | loss: 2.808808 | lrm: 1.00 | dt: 136ms | tok/sec: 481,967 | mfu: 23.0% | epoch: 1 | remaining: 274s    
step 00201 (8.6%) | loss: 2.809039 | lrm: 1.00 | dt: 136ms | tok/sec: 482,503 | mfu: 23.0% | epoch: 1 | remaining: 274s    
step 00202 (8.7%) | loss: 2.807846 | lrm: 1.00 | dt: 136ms | tok/sec: 481,958 | mfu: 23.0% | epoch: 1 | remaining: 274s    
step 00203 (8.7%) | loss: 2.807968 | lrm: 1.00 | dt: 136ms | tok/sec: 482,694 | mfu: 23.0% | epoch: 1 | remaining: 274s    
step 00204 (8.7%) | loss: 2.807696 | lrm: 1.00 | dt: 136ms | tok/sec: 482,238 | mfu: 23.0% | epoch: 1 | remaining: 274s    
step 00205 (8.8%) | loss: 2.807950 | lrm: 1.00 | dt: 136ms | tok/sec: 482,635 | mfu: 23.0% | epoch: 1 | remaining: 274s    
step 00206 (8.8%) | loss: 2.806328 | lrm: 1.00 | dt: 136ms | tok/sec: 482,173 | mfu: 23.0% | epoch: 1 | remaining: 273s    
step 00207 (8.9%) | loss: 2.806338 | lrm: 1.00 | dt: 136ms | tok/sec: 482,704 | mfu: 23.0% | epoch: 1 | remaining: 273s    
step 00208 (8.9%) | loss: 2.806909 | lrm: 1.00 | dt: 136ms | tok/sec: 482,012 | mfu: 23.0% | epoch: 1 | remaining: 273s    
step 00209 (9.0%) | loss: 2.805980 | lrm: 1.00 | dt: 136ms | tok/sec: 482,443 | mfu: 23.0% | epoch: 1 | remaining: 273s    
step 00210 (9.0%) | loss: 2.806890 | lrm: 1.00 | dt: 136ms | tok/sec: 482,142 | mfu: 23.0% | epoch: 1 | remaining: 273s    
step 00211 (9.1%) | loss: 2.808213 | lrm: 1.00 | dt: 136ms | tok/sec: 483,078 | mfu: 23.0% | epoch: 1 | remaining: 273s    
step 00212 (9.1%) | loss: 2.808772 | lrm: 1.00 | dt: 136ms | tok/sec: 482,259 | mfu: 23.0% | epoch: 1 | remaining: 273s    
step 00213 (9.1%) | loss: 2.808466 | lrm: 1.00 | dt: 136ms | tok/sec: 482,375 | mfu: 23.0% | epoch: 1 | remaining: 272s    
step 00214 (9.2%) | loss: 2.809201 | lrm: 1.00 | dt: 136ms | tok/sec: 481,983 | mfu: 23.0% | epoch: 1 | remaining: 272s    
step 00215 (9.2%) | loss: 2.808186 | lrm: 1.00 | dt: 136ms | tok/sec: 482,615 | mfu: 23.0% | epoch: 1 | remaining: 272s    
step 00216 (9.3%) | loss: 2.808351 | lrm: 1.00 | dt: 136ms | tok/sec: 482,078 | mfu: 23.0% | epoch: 1 | remaining: 272s    
step 00217 (9.3%) | loss: 2.809750 | lrm: 1.00 | dt: 136ms | tok/sec: 482,817 | mfu: 23.0% | epoch: 1 | remaining: 272s    
step 00218 (9.4%) | loss: 2.810483 | lrm: 1.00 | dt: 136ms | tok/sec: 482,236 | mfu: 23.0% | epoch: 1 | remaining: 272s    
step 00219 (9.4%) | loss: 2.811133 | lrm: 1.00 | dt: 136ms | tok/sec: 482,581 | mfu: 23.0% | epoch: 1 | remaining: 272s    
step 00220 (9.5%) | loss: 2.811130 | lrm: 1.00 | dt: 136ms | tok/sec: 482,076 | mfu: 23.0% | epoch: 1 | remaining: 271s    
step 00221 (9.5%) | loss: 2.810123 | lrm: 1.00 | dt: 136ms | tok/sec: 482,722 | mfu: 23.0% | epoch: 1 | remaining: 271s    
step 00222 (9.6%) | loss: 2.808797 | lrm: 1.00 | dt: 136ms | tok/sec: 482,234 | mfu: 23.0% | epoch: 1 | remaining: 271s    
step 00223 (9.6%) | loss: 2.809468 | lrm: 1.00 | dt: 136ms | tok/sec: 482,747 | mfu: 23.0% | epoch: 1 | remaining: 271s    
step 00224 (9.6%) | loss: 2.808447 | lrm: 1.00 | dt: 136ms | tok/sec: 481,996 | mfu: 23.0% | epoch: 1 | remaining: 271s    
step 00225 (9.7%) | loss: 2.809542 | lrm: 1.00 | dt: 136ms | tok/sec: 482,674 | mfu: 23.0% | epoch: 1 | remaining: 271s    
step 00226 (9.7%) | loss: 2.810183 | lrm: 1.00 | dt: 136ms | tok/sec: 482,305 | mfu: 23.0% | epoch: 1 | remaining: 271s    
step 00227 (9.8%) | loss: 2.809743 | lrm: 1.00 | dt: 136ms | tok/sec: 482,820 | mfu: 23.0% | epoch: 1 | remaining: 271s    
step 00228 (9.8%) | loss: 2.810461 | lrm: 1.00 | dt: 136ms | tok/sec: 482,291 | mfu: 23.0% | epoch: 1 | remaining: 270s    
step 00229 (9.9%) | loss: 2.808908 | lrm: 1.00 | dt: 136ms | tok/sec: 482,776 | mfu: 23.0% | epoch: 1 | remaining: 270s    
step 00230 (9.9%) | loss: 2.808234 | lrm: 1.00 | dt: 136ms | tok/sec: 482,140 | mfu: 23.0% | epoch: 1 | remaining: 270s    
step 00231 (10.0%) | loss: 2.808781 | lrm: 1.00 | dt: 136ms | tok/sec: 482,717 | mfu: 23.0% | epoch: 1 | remaining: 270s    
step 00232 (10.0%) | loss: 2.808706 | lrm: 1.00 | dt: 136ms | tok/sec: 482,268 | mfu: 23.0% | epoch: 1 | remaining: 270s    
step 00233 (10.1%) | loss: 2.809279 | lrm: 1.00 | dt: 136ms | tok/sec: 482,829 | mfu: 23.0% | epoch: 1 | remaining: 270s    
step 00234 (10.1%) | loss: 2.809066 | lrm: 1.00 | dt: 136ms | tok/sec: 482,436 | mfu: 23.0% | epoch: 1 | remaining: 270s    
step 00235 (10.1%) | loss: 2.810449 | lrm: 1.00 | dt: 136ms | tok/sec: 483,120 | mfu: 23.0% | epoch: 1 | remaining: 269s    
step 00236 (10.2%) | loss: 2.808863 | lrm: 1.00 | dt: 136ms | tok/sec: 482,368 | mfu: 23.0% | epoch: 1 | remaining: 269s    
step 00237 (10.2%) | loss: 2.809213 | lrm: 1.00 | dt: 136ms | tok/sec: 482,724 | mfu: 23.0% | epoch: 1 | remaining: 269s    
step 00238 (10.3%) | loss: 2.807905 | lrm: 1.00 | dt: 136ms | tok/sec: 481,794 | mfu: 22.9% | epoch: 1 | remaining: 269s    
step 00239 (10.3%) | loss: 2.807125 | lrm: 1.00 | dt: 136ms | tok/sec: 482,946 | mfu: 23.0% | epoch: 1 | remaining: 269s    
step 00240 (10.4%) | loss: 2.806411 | lrm: 1.00 | dt: 136ms | tok/sec: 481,843 | mfu: 22.9% | epoch: 1 | remaining: 269s    
step 00241 (10.4%) | loss: 2.805477 | lrm: 1.00 | dt: 136ms | tok/sec: 482,722 | mfu: 23.0% | epoch: 1 | remaining: 269s    
step 00242 (10.5%) | loss: 2.805541 | lrm: 1.00 | dt: 136ms | tok/sec: 482,180 | mfu: 23.0% | epoch: 1 | remaining: 268s    
step 00243 (10.5%) | loss: 2.806277 | lrm: 1.00 | dt: 136ms | tok/sec: 482,845 | mfu: 23.0% | epoch: 1 | remaining: 268s    
step 00244 (10.6%) | loss: 2.804990 | lrm: 1.00 | dt: 136ms | tok/sec: 481,959 | mfu: 23.0% | epoch: 1 | remaining: 268s    
step 00245 (10.6%) | loss: 2.804145 | lrm: 1.00 | dt: 136ms | tok/sec: 482,351 | mfu: 23.0% | epoch: 1 | remaining: 268s    
step 00246 (10.6%) | loss: 2.805036 | lrm: 1.00 | dt: 136ms | tok/sec: 482,227 | mfu: 23.0% | epoch: 1 | remaining: 268s    
step 00247 (10.7%) | loss: 2.806009 | lrm: 1.00 | dt: 136ms | tok/sec: 482,586 | mfu: 23.0% | epoch: 1 | remaining: 268s    
step 00248 (10.7%) | loss: 2.806388 | lrm: 1.00 | dt: 136ms | tok/sec: 482,176 | mfu: 23.0% | epoch: 1 | remaining: 268s    
step 00249 (10.8%) | loss: 2.806840 | lrm: 1.00 | dt: 136ms | tok/sec: 482,776 | mfu: 23.0% | epoch: 1 | remaining: 268s    
step 00250 (10.8%) | loss: 2.805939 | lrm: 1.00 | dt: 136ms | tok/sec: 482,115 | mfu: 23.0% | epoch: 1 | remaining: 267s    
step 00251 (10.9%) | loss: 2.805144 | lrm: 1.00 | dt: 136ms | tok/sec: 482,781 | mfu: 23.0% | epoch: 1 | remaining: 267s    
step 00252 (10.9%) | loss: 2.803990 | lrm: 1.00 | dt: 136ms | tok/sec: 482,099 | mfu: 23.0% | epoch: 1 | remaining: 267s    
step 00253 (11.0%) | loss: 2.804610 | lrm: 1.00 | dt: 136ms | tok/sec: 482,620 | mfu: 23.0% | epoch: 1 | remaining: 267s    
step 00254 (11.0%) | loss: 2.805542 | lrm: 1.00 | dt: 136ms | tok/sec: 482,007 | mfu: 23.0% | epoch: 1 | remaining: 267s    
step 00255 (11.1%) | loss: 2.805470 | lrm: 1.00 | dt: 136ms | tok/sec: 482,478 | mfu: 23.0% | epoch: 1 | remaining: 267s    
step 00256 (11.1%) | loss: 2.805430 | lrm: 1.00 | dt: 136ms | tok/sec: 482,131 | mfu: 23.0% | epoch: 1 | remaining: 267s    
step 00257 (11.1%) | loss: 2.805618 | lrm: 1.00 | dt: 136ms | tok/sec: 482,664 | mfu: 23.0% | epoch: 1 | remaining: 266s    
step 00258 (11.2%) | loss: 2.805085 | lrm: 1.00 | dt: 136ms | tok/sec: 482,142 | mfu: 23.0% | epoch: 1 | remaining: 266s    
step 00259 (11.2%) | loss: 2.802331 | lrm: 1.00 | dt: 136ms | tok/sec: 482,752 | mfu: 23.0% | epoch: 1 | remaining: 266s    
step 00260 (11.3%) | loss: 2.802160 | lrm: 1.00 | dt: 136ms | tok/sec: 482,447 | mfu: 23.0% | epoch: 1 | remaining: 266s    
step 00261 (11.3%) | loss: 2.803067 | lrm: 1.00 | dt: 136ms | tok/sec: 482,690 | mfu: 23.0% | epoch: 1 | remaining: 266s    
step 00262 (11.4%) | loss: 2.800891 | lrm: 1.00 | dt: 136ms | tok/sec: 482,216 | mfu: 23.0% | epoch: 1 | remaining: 266s    
step 00263 (11.4%) | loss: 2.802991 | lrm: 1.00 | dt: 136ms | tok/sec: 482,779 | mfu: 23.0% | epoch: 1 | remaining: 266s    
step 00264 (11.5%) | loss: 2.803117 | lrm: 1.00 | dt: 136ms | tok/sec: 482,206 | mfu: 23.0% | epoch: 1 | remaining: 265s    
step 00265 (11.5%) | loss: 2.803173 | lrm: 1.00 | dt: 136ms | tok/sec: 482,773 | mfu: 23.0% | epoch: 1 | remaining: 265s    
step 00266 (11.5%) | loss: 2.803290 | lrm: 1.00 | dt: 136ms | tok/sec: 482,071 | mfu: 23.0% | epoch: 1 | remaining: 265s    
step 00267 (11.6%) | loss: 2.803743 | lrm: 1.00 | dt: 136ms | tok/sec: 482,707 | mfu: 23.0% | epoch: 1 | remaining: 265s    
step 00268 (11.6%) | loss: 2.803482 | lrm: 1.00 | dt: 136ms | tok/sec: 482,189 | mfu: 23.0% | epoch: 1 | remaining: 265s    
step 00269 (11.7%) | loss: 2.803233 | lrm: 1.00 | dt: 136ms | tok/sec: 482,579 | mfu: 23.0% | epoch: 1 | remaining: 265s    
step 00270 (11.7%) | loss: 2.802911 | lrm: 1.00 | dt: 136ms | tok/sec: 481,937 | mfu: 22.9% | epoch: 1 | remaining: 265s    
step 00271 (11.8%) | loss: 2.802813 | lrm: 1.00 | dt: 136ms | tok/sec: 482,767 | mfu: 23.0% | epoch: 1 | remaining: 265s    
step 00272 (11.8%) | loss: 2.803054 | lrm: 1.00 | dt: 136ms | tok/sec: 482,099 | mfu: 23.0% | epoch: 1 | remaining: 264s    
step 00273 (11.9%) | loss: 2.802338 | lrm: 1.00 | dt: 136ms | tok/sec: 482,599 | mfu: 23.0% | epoch: 1 | remaining: 264s    
step 00274 (11.9%) | loss: 2.801441 | lrm: 1.00 | dt: 136ms | tok/sec: 482,072 | mfu: 23.0% | epoch: 1 | remaining: 264s    
step 00275 (12.0%) | loss: 2.800165 | lrm: 1.00 | dt: 136ms | tok/sec: 482,726 | mfu: 23.0% | epoch: 1 | remaining: 264s    
step 00276 (12.0%) | loss: 2.797503 | lrm: 1.00 | dt: 136ms | tok/sec: 482,293 | mfu: 23.0% | epoch: 1 | remaining: 264s    
step 00277 (12.0%) | loss: 2.798644 | lrm: 1.00 | dt: 136ms | tok/sec: 482,646 | mfu: 23.0% | epoch: 1 | remaining: 264s    
step 00278 (12.1%) | loss: 2.799255 | lrm: 1.00 | dt: 136ms | tok/sec: 482,028 | mfu: 23.0% | epoch: 1 | remaining: 264s    
step 00279 (12.1%) | loss: 2.800050 | lrm: 1.00 | dt: 136ms | tok/sec: 482,700 | mfu: 23.0% | epoch: 1 | remaining: 263s    
step 00280 (12.2%) | loss: 2.800140 | lrm: 1.00 | dt: 136ms | tok/sec: 482,258 | mfu: 23.0% | epoch: 1 | remaining: 263s    
